종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"072990","에이치시티","KOSDAQ","우량기업부",,"137209","기타 과학기술 서비스업","12",,"7170561","500","3585280500","원(KRW)","허 봉 재","031-645-6300","경기도 이천시 마장면 서이천로578번길 74 &nbsp"
"227100","에이치앤비디자인","KOSDAQ","중견기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"12686562","500","6343281000","원(KRW)","김형수, 이재숙(각자 대표이사)","02-868-0246","서울특별시 강남구 테헤란로 301 18층 "
"044990","에이치엔에스하이텍","KONEX","일반기업부",,"032602","전자부품 제조업","12","미래에셋증권","7511064","500","3755532000","원(KRW)","김정희","042-866-1300","대전광역시 유성구 테크노1로 62-7(관평동) "
"239610","에이치엘사이언스","KOSDAQ","우량기업부",,"031007","기타 식품 제조업","12",,"5392115","500","2696057500","원(KRW)","이해연","031-421-9903","경기도 화성시 봉담읍 동산재길 36 "
"353060","에이치엠씨제5호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"5115000","100","511500000","원(KRW)","김도형","02-3787-2537","서울특별시 영등포구 국제금융로2길 28 "
"148930","에이치와이티씨","KOSDAQ","중견기업부",,"032509","기타 금속 가공제품 제조업","12",,"10095213","500","5047606500","원(KRW)","조동석","031-8068-8099","경기도 군포시 산본로101번길 9-14  "
"044780","에이치케이","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"18505787","500","9252893500","원(KRW)","계명재","031-350-2800","경기도 화성시 양감면 사릅재길 117 "
"357230","에이치피오","KOSDAQ","벤처기업부",,"031007","기타 식품 제조업","12",,"20711686","500","10355843000","원(KRW)","임성빈, 오승찬(각자대표)","02-6391-2770","서울특별시 영등포구 양평로 115 -"
"071670","에이테크솔루션","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"10000000","500","5000000000","원(KRW)","유영목","031-350-8167","경기도 화성시  정남면 가장로 277 "
"045660","에이텍","KOSDAQ","우량기업부",,"032603","컴퓨터 및 주변장치 제조업","12",,"8260000","500","4130000000","원(KRW)","신승영, 이상훈(각자 대표이사)","031-698-8800","경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) "
"224110","에이텍모빌리티","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"5340000","500","2670000000","원(KRW)","신승영, 최성용(각자대표이사)","031-698-8743","경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) "
"230980","에이트원","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"74415819","100","7441581900","원(KRW)","이진엽","02-852-1007","경기도 광명시 새빛공원로 67 A동 2508호(일직동, 광명역자이타워) "
"021080","에이티넘인베스트","KOSDAQ","우량기업부",,"116402","신탁업 및 집합투자업","12",,"48000000","500","24000000000","원(KRW)","신기천, 이승용(각자대표)","02  -555 -0781","서울 강남구 삼성동 168-26 제일빌딩 2층 "
"089530","에이티세미콘","KOSDAQ","중견기업부",,"032601","반도체 제조업","12",,"72278403","500","36139201500","원(KRW)","김형준, 임광빈","070-8802-9358","경기도 이천시 마장면 서이천로 138 - "
"200470","에이팩트","KOSDAQ","중견기업부",,"137309","그외 기타 전문, 과학 및 기술 서비스업","12",,"42362093","500","21181046500","원(KRW)","이성동","031-8046-1700","경기도 안성시 일죽면 서동대로 7280-26 &nbsp"
"207490","에이펙스인텍","KONEX","일반기업부",,"032804","전구 및 조명장치 제조업","12","IBK증권","3600000","500","1800000000","원(KRW)","김권진","054-976-7667","경상북도 칠곡군 가산면 인동가산로 619-9 "
"262260","에이프로","KOSDAQ","우량기업부",,"032809","기타 전기장비 제조업","12",,"14440643","500","7220321500","원(KRW)","임종현","031-441-4001","경기도 군포시 엘에스로115번길 60 에이프로테크노피아빌딩 "
"007460","에이프로젠","KOSPI",,,"032509","기타 금속 가공제품 제조업","12",,"253668855","500","126834427500","원(KRW)","이승호","031-782-3433","경기도 성남시 중원구 둔촌대로 545 경기도 성남시 중원구 둔촌대로545, 비1층 (상대원동, 한라시그마밸리)"
"109960","에이프로젠 H&G","KOSDAQ","중견기업부",,"074607","기타 전문 도매업","12",,"35739043","500","17869521500","원(KRW)","김정출","031-8022-0513","경기도 성남시 중원구 둔촌대로 545 한라시그마밸리 B1(지하1층) "
"003060","에이프로젠바이오로직스","KOSPI",,,"032102","의약품 제조업","12",,"585754688","500","292877344000","원(KRW)","김정출, 이승호","02-561-4011","서울특별시 송파구 오금로19길 6 301호(방이동, 강호빌딩)"
"397030","에이프릴바이오","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"10611125","1000","10611125000","원(KRW)","차상훈","070-4027-7616","강원도 춘천시 강원대학길 1 의생명과학대학 B동 602호 "
"244920","에이플러스에셋","KOSPI",,,"116602","보험 및 연금관련 서비스업","12",,"22607693","500","11303846500","원(KRW)","곽근호, 서성식, 조규남",,"서울특별시 서초구 강남대로 369 에이플러스에셋타워 "
"089970","에이피티씨","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"23980595","100","2398059500","원(KRW)","최우형, 강영수 (각자 대표이사)","031-645-1000","경기도 이천시 마장면 서이천로 58-47 "
"230240","에치에프알","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"13489026","500","6744513000","원(KRW)","정종민","031-712-7768","경기도 성남시 분당구 성남대로43번길 10 하나EZ타워 5층(구미동, 하나EZ타워)"
"230360","에코마케팅","KOSDAQ","중견기업부",,"137103","광고업","12",,"32368029","100","3295302900","원(KRW)","김철웅","02-2182-1100","서울특별시 강남구 학동로 343 14층(논현동, 포바강남타워)"
"038870","에코바이오","KOSDAQ","중견기업부",,"147401","사업시설 유지·관리 서비스업","12",,"11804087","500","5902043500","원(KRW)","송효순","02-3483-2900","서울 서초구 서초동 1302-7 토탈에코빌딩 "
"101360","에코앤드림","KOSDAQ","우량기업부",,"032004","기타 화학제품 제조업","12",,"11415283","500","5707641500","원(KRW)","김민용","043-268-8588","충청북도 청주시 흥덕구 직지대로409번길 37 "
"128540","에코캡","KOSDAQ","벤처기업부",,"033003","자동차 신품 부품 제조업","12",,"26690460","100","2669046000","원(KRW)","최영천","052-264-1681","울산광역시 울주군 언양읍 반천반송산업로 137-66 "
"086520","에코프로","KOSDAQ","우량기업부",,"116409","기타 금융업","12",,"26627668","500","13313834000","원(KRW)","송호준","043-240-7700","충청북도 청주시 청원구 오창읍 과학산업2로 587-40 주식회사 에코프로 "
"247540","에코프로비엠","KOSDAQ","우량기업부",,"032802","일차전지 및 축전지 제조업","12",,"97801344","500","48940909000","원(KRW)","각자 대표이사 주재환, 최문호","043-240-7700","충청북도 청주시 청원구 오창읍 2산단로 100 송대리 329 "
"383310","에코프로에이치엔","KOSDAQ","중견기업부",,"032004","기타 화학제품 제조업","12",,"15304932","500","7652466000","원(KRW)","김종섭","043-240-7700","충청북도 청주시 청원구 오창읍 과학산업2로 587-40 "
"038110","에코플라스틱","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"34169370","500","17084685000","원(KRW)","한상","054-770-3255","경상북도 경주시  공단로69번길 30 에코플라스틱(주) "
"073540","에프알텍","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"11400000","500","5700000000","원(KRW)","남재국","031-470-1515","경기도 안양시 동안구 시민대로327번길 11-25 (관양동,에프알텍타워)"
"064850","에프앤가이드","KOSDAQ","벤처기업부",,"106309","기타 정보 서비스업","12",,"12080000","500","6040000000","원(KRW)","김군호, 이철순","02-769-7700","서울특별시 강서구 마곡중앙2로 61 "
"036810","에프에스티","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"21756789","500","10878394500","원(KRW)","장경빈","031-371-0900","경기도 화성시 동탄면 동탄산단6길 15-23 에프에스티"
"173940","에프엔씨엔터","KOSDAQ","중견기업부",,"189001","창작 및 예술관련 서비스업","12",,"15262193","500","7631096500","원(KRW)","한성호, 김유식","02-517-5426","서울시 강남구 청담동 111 "
"083500","에프엔에스테크","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"8490722","500","4245361000","원(KRW)","김팔곤, 양상재(공동대표)","041-584-4460","충청남도 천안시 서북구 직산읍 4산단2길 19 "
"054940","엑사이엔씨","KOSDAQ","중견기업부",,"064204","실내건축 및 건축마무리 공사업","12",,"33173548","500","16586774000","원(KRW)","김성후 (단독 대표이사)","02-3289-5100","서울특별시 구로구  디지털로 288 "
"043090","엑서지21","KOSDAQ","투자주의환기종목(소속부없음)",,"074607","기타 전문 도매업","12",,"49633080","500","24816540000","원(KRW)","이용흥, 심홍기(각자 대표이사)","02-569-7610","서울특별시 강남구 봉은사로 304 역삼동 금강빌딩 11층"
"950130","엑세스바이오","KOSDAQ","외국기업(소속부없음)",,"032103","의료용품 및 기타 의약 관련제품 제조업","12",,"36315527","무액면","0","미국달러(USD)","최영호","1-732-873-4040","65 Clyde Road Suite A Somerset NJ 08873, USA "
"205100","엑셈","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"36382273","100","3638227300","원(KRW)","조종암","02-6203-6300","서울특별시 강서구 마곡중앙8로5길 40 (마곡동 785-1, (주)엑셈) "
"356680","엑스게이트","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"26561485","100","2656148500","원(KRW)","주갑수","070-4034-6410","서울특별시 강남구 영동대로85길 13, 5층(대치동, 송석빌딩) "
"070300","엑스큐어","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"7366074","500","3683037000","원(KRW)","정우천","031-689-3119","경기도 안양시 동안구 시민대로 317 5층(관양동, 대한스마트타워)"
"092870","엑시콘","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"10848797","500","5424398500","원(KRW)","박상준","031-639-9200","경기도 성남시 분당구 판교로 255번길 28, 7층(삼평동, 디에이치케이솔루션빌딩) &nbsp"
"317870","엔바이오니아","KOSDAQ","기술성장기업부","기술성장기업","033309","그외 기타 제품 제조업","12",,"7933750","500","3966875000","원(KRW)","한정철","031-716-3670","충청북도 제천시 한방엑스포로 85, 85-1(왕암동) (주)엔바이오니아"
"067570","엔브이에이치코리아","KOSDAQ","우량기업부",,"033003","자동차 신품 부품 제조업","12",,"32824712","500","17370851500","원(KRW)","구자겸","054-779-1822","울산광역시 북구 모듈화산업로 207-14엔브이에이치코리아(주) "
"236810","엔비티","KOSDAQ","기술성장기업부","기술성장기업","137103","광고업","12",,"16975426","100","1697542600","원(KRW)","박수근","070-8895-9156","서울특별시 서초구 서초대로38길 12 마제스타시티 타워원 14층 "
"140610","엔솔바이오사이언스","KONEX","일반기업부",,"137001","자연과학 및 공학 연구개발업","12","하나증권","10827814","500","5413907000","원(KRW)","김해진","042-939-4500","대전광역시 유성구 테크노10로 51(탑립동) "
"333620","엔시스","KOSDAQ","벤처기업부",,"032809","기타 전기장비 제조업","12",,"10556344","100","1055634400","원(KRW)","진기수","041-568-7222","충청남도 아산시 음봉면 스마트산단3로 18 (주)엔시스 "
"101400","엔시트론","KOSDAQ","중견기업부",,"032601","반도체 제조업","12",,"52339325","500","26169662500","원(KRW)","정인견","02-6340-1000","서울특별시 강남구 언주로148길 19 4층(논현동, 청호빌딩)"
"036570","엔씨소프트","KOSPI",,,"105802","소프트웨어 개발 및 공급업","12",,"21954022","500","10977011000","원(KRW)","김택진","02-2186-3300","서울특별시 강남구 테헤란로 509(삼성동) "
"031860","엔에스엔","KOSDAQ","중견기업부",,"074608","상품 종합 도매업","12",,"86683273","500","43341636500","원(KRW)","이상욱 (단독대표)","02-2106-5417","서울특별시 강남구 영동대로96길 20 7층(삼성동, 대화빌딩) "
"238170","엔에스엠","KONEX","일반기업부",,"032002","합성고무 및 플라스틱 물질 제조업","12","키움증권","20774684","500","10387342000","원(KRW)","한재관","031-351-9422","경기도 화성시 장안면 무봉길 166-67 "
"224760","엔에스컴퍼니","KONEX","일반기업부",,"064102","토목 건설업","12","IBK증권","3939700","500","1969850000","원(KRW)","남세우","052-289-2888","경상북도 경주시 외동읍 구어2산단로 127 -"
"380440","엔에이치스팩19호","KOSPI",,,"116601","금융 지원 서비스업","12",,"51290000","100","5129000000","원(KRW)","조선희",,"서울특별시 영등포구 여의대로 108 "
"391060","엔에이치스팩20호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"25500000","100","2550000000","원(KRW)","박민식","02-750-5639","서울특별시 영등포구 여의대로 108 "
"396770","엔에이치스팩22호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"6440000","100","644000000","원(KRW)","김성준","02-750-5618","서울특별시 영등포구 여의대로 108 파크원 타워2 8층 "
"422040","엔에이치스팩23호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"7160000","100","716000000","원(KRW)","조규훈","02-2229-6498","서울특별시 영등포구 여의대로 108 파크원 NH금융타워(타워2) 8층"
"437780","엔에이치스팩24호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"5030000","100","503000000","원(KRW)","이인직","02-750-5742","서울특별시 영등포구 여의대로 108 파크원 NH금융타워 2 8층"
"438580","엔에이치스팩25호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"3020000","100","302000000","원(KRW)","경국현","027505777","서울특별시 영등포구 여의대로 108 "
"439410","엔에이치스팩26호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"8800000","100","880000000","원(KRW)","이정석","02-750-5742","서울특별시 영등포구 여의대로 108 NH금융타워"
"440820","엔에이치스팩27호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"7800000","100","780000000","원(KRW)","정정한","02-750-5777","서울특별시 영등포구 여의대로 108 NH금융타워"
"450410","엔에이치스팩28호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"3920000","100","392000000","원(KRW)","안은지","02-750-5742","서울특별시 영등포구 여의대로 108 "
"265740","엔에프씨","KOSDAQ","벤처기업부",,"032004","기타 화학제품 제조업","12",,"8931800","100","893180000","원(KRW)","유우영","032-831-1091","인천광역시 연수구 갯벌로145번길 15-8 &nbsp"
"354200","엔젠바이오","KOSDAQ","기술성장기업부","기술성장기업","137309","그외 기타 전문, 과학 및 기술 서비스업","12",,"12617412","1000","12617412000","원(KRW)","최대출","02-867-9798","서울특별시 구로구 디지털로 288 303호. 304호. 305호. 306호. 307호. 314호. 제지1층 제비 127호, 제지1층 제비 128호 (구로동, 대륭포스트타워1차)"
"419080","엔젯","KOSDAQ","기술성장기업부","기술성장기업","032902","특수 목적용 기계 제조업","12",,"10517817","500","5258908500","원(KRW)","변도영","070-4892-8100","경기도 수원시 권선구 산업로92번길 45 &nbsp"
"093510","엔지브이아이","KONEX","일반기업부",,"033003","자동차 신품 부품 제조업","12","유진증권","6020000","500","3010000000","원(KRW)","정수영","033-260-3400","강원도 춘천시 남산면 보매기길 56 "
"208860","엔지스테크널러지","KOSDAQ","투자주의환기종목(소속부없음)",,"105802","소프트웨어 개발 및 공급업","12",,"11443863","500","5721931500","원(KRW)","박용선","02-1522-9060","서울특별시 성동구 아차산로 49 서울숲코오롱디지털타워 3차 10층 "
"183490","엔지켐생명과학","KOSDAQ","기술성장기업부","기술성장기업","032101","기초 의약물질 및 생물학적 제제 제조업","12",,"85065562","500","42532781000","원(KRW)","손기영","043-652-2845","충청북도 제천시 바이오밸리로 59 &nbsp"
"085310","엔케이","KOSPI",,,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"79983352","500","39991676000","원(KRW)","천남주, 박제완","051-204-2211","부산광역시 강서구 과학산단로 194-11 (주)엔케이 "
"182400","엔케이맥스","KOSDAQ","기술성장기업부","기술성장기업","032101","기초 의약물질 및 생물학적 제제 제조업","12",,"39912963","500","19956481500","원(KRW)","박상우","031-603-9218","경기도 성남시 분당구 돌마로 172 정자동, 헬스케어혁신파크 1층및6층 "
"348370","엔켐","KOSDAQ","벤처기업부",,"032001","기초 화학물질 제조업","12",,"15812315","500","7906157500","원(KRW)","오정강",,"충청북도 제천시 바이오밸리로 107 "
"069410","엔텔스","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"10244824","500","5122412000","원(KRW)","최영래","02-3218-1200","서울특별시 강남구 학동로 401 15층(청담동, 금하빌딩)"
"227950","엔투텍","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"102533869","100","10253386900","원(KRW)","김정민, 이욱재(각자대표)","031-651-6004","경기도 안성시 원곡면 원당로 157 -"
"291230","엔피","KOSDAQ","중견기업부",,"147509","기타 사업지원 서비스업","12",,"43725551","100","4372555100","원(KRW)","박지복, 송방호","02-555-9736","서울특별시 강남구 언주로133길 27 더메이빌딩"
"198080","엔피디","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"21535185","500","10767592500","원(KRW)","강명구","031-497-8112","경기도 안산시 단원구 시화벤처로 515 &nbsp"
"048830","엔피케이","KOSDAQ","중견기업부",,"032002","합성고무 및 플라스틱 물질 제조업","12",,"18723923","500","9361961500","원(KRW)","최상건, 최윤혁 각자 대표","02-6053-0651","경상북도 구미시 옥계2공단로5길 7 - "
"096870","엘디티","KOSDAQ","벤처기업부",,"032601","반도체 제조업","12",,"6678400","500","3339200000","원(KRW)","정재천","041-520-7300","충청남도 천안시 서북구  한들1로 126-33 "
"276240","엘리비젼","KONEX","일반기업부",,"032605","영상 및 음향기기 제조업","12","하이증권","7853138","500","3926569000","원(KRW)","안덕근","032-576-3050","인천광역시 연수구 하모니로 230정호ENC 3층 "
"900140","엘브이엠씨홀딩스","KOSPI",,,"074501","자동차 판매업","12",,"171588411","0.25","42897103","미국달러(USD)","오세영, 노성석, 김선발 (각자 대표이사)","070-8615-4824","PO Box 309, Ugland House, Grand Cayman, KY1-1104, Cayman Islands "
"138690","엘아이에스","KOSDAQ","관리종목(소속부없음)",,"032902","특수 목적용 기계 제조업","12",,"23268260","500","11634130000","원(KRW)","장석환","031-427-8492","경기도 의왕시 맑은내길 67 (오전동, ㈜엘이엘티지식산업센터) A동 201호, 202호"
"290650","엘앤씨바이오","KOSDAQ","벤처기업부",,"032102","의약품 제조업","12",,"22684891","500","11388443500","원(KRW)","이환철","031-776-2975","경기도 성남시 중원구 둔촌대로 474, 605호, 606호, 607호 (선텍시티) "
"066970","엘앤에프","KOSDAQ","중견기업부",,"032802","일차전지 및 축전지 제조업","12",,"36018316","500","18009158000","원(KRW)","최수안","053-592-7300","대구광역시 달서구 이곡동로 11 주식회사 엘앤에프 "
"156100","엘앤케이바이오","KOSDAQ","벤처기업부",,"032701","의료용 기기 제조업","12",,"13405659","500","6702829500","원(KRW)","강국진,박근주(각자대표)","02-6717-1911","경기도 용인시 기흥구 동백중앙로16번길 16-25 201호 &nbsp"
"311060","엘에이티","KONEX","일반기업부",,"032902","특수 목적용 기계 제조업","12","유안타증권","3163402","500","1581701000","원(KRW)","박강일","03180195050","경기도 수원시 권선구 서부로 1433-100, 수원산업2단지(고색동) "
"073110","엘엠에스","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"8895755","500","4522877500","원(KRW)","나우주, 조성민(각자대표)","031-421-2345","경기도 평택시 진위면 진위산단로 53-73 "
"083310","엘오티베큠","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"17810033","500","8905016500","원(KRW)","오흥식","031-677-4431","경기도 오산시 지곶중앙로 1-20 -"
"037950","엘컴텍","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"84447519","500","42223759500","원(KRW)","김충섭","031-379-5258","경기 평택시 진위면 갈곶리 110-1 "
"170920","엘티씨","KOSDAQ","벤처기업부",,"032001","기초 화학물질 제조업","12",,"8616185","500","4308092500","원(KRW)","최호성","031-383-6525","경기도 화성시 마도면 청원산단8길 114 (경기화성바이오밸리) "
"058630","엠게임","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"19543877","500","9771938500","원(KRW)","권이형","02-523-5854","서울특별시 금천구  가산디지털1로 145 에이스하이엔드타워3차 "
"058970","엠로","KOSDAQ","기술성장기업부","신속이전기업","105802","소프트웨어 개발 및 공급업","12",,"11212120","500","5970377000","원(KRW)","송재민","02-785-9848","서울특별시 영등포구 당산로41길 11, SK V1센터 E동 5층 &nbsp"
"019590","엠벤처투자","KOSDAQ","벤처기업부",,"116402","신탁업 및 집합투자업","12",,"105667252","500","52833626000","원(KRW)","홍성혁","02  -6000-5537","서울특별시 강남구  테헤란로87길 36 도심공항타워 2503호"
"169330","엠브레인","KOSDAQ","중견기업부",,"137104","시장조사 및 여론조사업","06",,"18246918","500","9123459000","원(KRW)","최인수","02-3444-4000","서울특별시 강남구 강남대로 318 "
"097520","엠씨넥스","KOSPI",,,"032605","영상 및 음향기기 제조업","12",,"17977732","500","9118563000","원(KRW)","민동욱","02-2025-3600","인천광역시 연수구 송도과학로16번길 13-39 엠씨넥스 타워 송도동, 엠씨넥스타워"
"179290","엠아이텍","KOSDAQ","벤처기업부",,"032701","의료용 기기 제조업","12",,"32115678","500","16251589000","원(KRW)","박진형","070-4304-7443","경기도 평택시 진위면 하북2길 174 (진위면, 주식회사엠아이텍) "
"009780","엠에스씨","KOSDAQ","우량기업부",,"031007","기타 식품 제조업","12",,"17600000","500","8800000000","원(KRW)","김길제, 김호석","055 -389 -1001","경남 양산시 웅상읍 소주리 439-13 "
"123040","엠에스오토텍","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"43807767","500","21903883500","원(KRW)","김범준","054-770-1810","경상북도 경주시  내남면 포석로 16-9 "
"323230","엠에프엠코리아","KOSDAQ","중견기업부",,"031403","편조의복 제조업","12",,"30271660","100","3027166000","원(KRW)","안피터도성,조장호","02-558-7828","서울특별시 강남구 도곡로 204 동신빌딩 4층,5층"
"032790","엠젠솔루션","KOSDAQ","벤처기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"31201010","500","15600505000","원(KRW)","조상환","02-3412-8777","서울특별시 서초구 효령로 83 엠젠플러스빌딩 (방배동)"
"033160","엠케이전자","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"21807689","500","10903844500","원(KRW)","현기진","031-330-1900","경기도 용인시 처인구 포곡읍 금어로 405 엠케이전자 "
"347890","엠투아이","KOSDAQ","벤처기업부",,"032702","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","12",,"16798204","100","1679820400","원(KRW)","김정열","031-465-3366","경기도 안양시 동안구 시민대로327번길 11-35 엠투아이빌딩"
"033310","엠투엔","KOSDAQ","중견기업부",,"032509","기타 금속 가공제품 제조업","12",,"40342231","500","20171115500","원(KRW)","이승건","02-2636-2431","서울특별시 중구 소공로 109 한화빌딩 13층(소공동, 한화빌딩) "
"259630","엠플러스","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"12282402","500","6141201000","원(KRW)","김종성","043-272-7079","충청북도 청주시 흥덕구 옥산면 옥산산단로 27 엠플러스 사옥 "
"050540","엠피씨플러스","KOSDAQ","투자주의환기종목(소속부없음)",,"147509","기타 사업지원 서비스업","12",,"6468087","500","3234043500","원(KRW)","조성완","02-3401-4114","서울특별시 중구 소월로2길 30 남산트라팰리스"
"115960","연우","KOSDAQ","우량기업부",,"032202","플라스틱제품 제조업","12",,"12398000","500","6199000000","원(KRW)","박상용","032-575-8811","인천광역시 서구 가좌로84번길 13 &nbsp"
"060850","영림원소프트랩","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"8131000","500","4065500000","원(KRW)","권영범","02-2093-1100","서울특별시 강서구 양천로 583 우림블루나인비즈니스센터 A동 23층 "
"014440","영보화학","KOSPI",,,"032202","플라스틱제품 제조업","12",,"20000000","500","10000000000","원(KRW)","이영식","043-249-2000","충청북도 청주시 흥덕구 강내면 서부로 230-23 "
"007530","영신금속","KOSDAQ","중견기업부",,"032509","기타 금속 가공제품 제조업","12",,"19174452","500","9587226000","원(KRW)","선지영","031-680-8600","경기도 평택시  포승읍 포승공단로118번길 118 "
"143540","영우디에스피","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"44599895","500","22299947500","원(KRW)","박금성","041-418-4871","충청남도 천안시 서북구 성거읍 새터길 164 -"
"111770","영원무역","KOSPI",,,"074608","상품 종합 도매업","12",,"44311468","500","22155734000","원(KRW)","성기학","390-6114","서울특별시 중구  만리재로 159 "
"009970","영원무역홀딩스","KOSPI",,,"116409","기타 금융업","12",,"13635592","500","6817796000","원(KRW)","성래은","02-390-6000","서울특별시 중구 만리재로 159 (주)영원무역"
"003520","영진약품","KOSPI",,,"032102","의약품 제조업","12",,"182892731","500","91446365500","원(KRW)","이기수","02-2041-8200","서울특별시 송파구 올림픽로35다길 13 국민연금 잠실사옥 2~3층"
"000670","영풍","KOSPI",,,"032402","1차 비철금속 제조업","12",,"1842040","5000","9210200000","원(KRW)","박영민, 배상윤","02-519-3314","서울특별시 강남구  강남대로 542 "
"036560","영풍정밀","KOSDAQ","우량기업부",,"032901","일반 목적용 기계 제조업","12",,"15750000","500","7875000000","원(KRW)","최창규, 이한성(각자대표)","02-519-3523","서울특별시 강남구 강남대로 542 "
"006740","영풍제지","KOSPI",,,"031702","골판지, 종이 상자 및 종이용기 제조업","12",,"19981162","500","11147500000","원(KRW)","조상종","031-660-8200","경기도 평택시 진위면 서탄로 9 "
"012280","영화금속","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"53394505","500","27569082500","원(KRW)","최동윤(단독 대표이사)","055-551-7500","경상남도 창원시 진해구  남의로 57 (남양동) "
"265560","영화테크","KOSDAQ","벤처기업부",,"033003","자동차 신품 부품 제조업","12",,"10690180","500","5345090000","원(KRW)","엄준형","041-585-2685","충청남도 아산시 둔포면 아산밸리로 132 &nbsp"
"012160","영흥","KOSPI",,,"032401","1차 철강 제조업","12",,"101310372","500","50655186000","원(KRW)","강근욱, 강희준 (각자대표이사)","02-2077-8500","충청남도 보령시 주교면 관창공단길 50 -"
"036000","예림당","KOSDAQ","중견기업부",,"105801","서적, 잡지 및 기타 인쇄물 출판업","12",,"23034277","500","11617138500","원(KRW)","나춘호","02-566-1004","서울시 성동구 아차산로 153
(성수동2가, 예림출판문화센터) "
"250930","예선테크","KOSDAQ","벤처기업부",,"032202","플라스틱제품 제조업","12",,"33000440","100","3300044000","원(KRW)","전춘섭","02-783-1101","경기도 군포시 공단로 356-3 (지번 주소: 경기도 군포시 산본1동 1026-2) "
"053280","예스24","KOSDAQ","우량기업부",,"074709","무점포 소매업","12",,"25000000","500","12500000000","원(KRW)","김석환, 최세라 (각자대표이사)","02-3215-9100","서울특별시 영등포구 은행로 11 "
"015360","예스코홀딩스","KOSPI",,,"137105","회사 본부 및 경영 컨설팅 서비스업","12",,"6000000","5000","30000000000","원(KRW)","구본혁, 이정철","02-3390-3010","서울특별시 용산구 한강대로 92 LS 용산타워 "
"122640","예스티","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"18051850","500","9025925000","원(KRW)","장동복, 강임수 각자대표이사","031-612-3337","경기도 평택시 진위면 마산12로 27 예스티 "
"900300","오가닉티코스메틱","KOSDAQ","투자주의환기종목(소속부없음)",,"116409","기타 금융업","12",,"185263481","무액면","979660321","중국위안(CNY)","채정망","86-599-8508611","11 Wing Wo Street, Central, HONG KONG Unit 1, 9/F, Wo Hing Commercial Building"
